0,-11203931.0,-11203931.00,0
1,-12003799.0,-11283917.80,0
2,-10604107.0,-11215936.72,0
3,-11203927.0,-11214735.75,0
4,-11203492.0,-11213611.37,0
5,-11403969.0,-11232647.14,0
6,-10803822.0,-11189764.62,0
7,-11404117.0,-11211199.86,0
8,-11203658.0,-11210445.67,0
9,-11004158.0,-11189816.91,90
10,-11403862.0,-11211221.42,90
11,-11403761.0,-11230475.37,90
12,-11803885.0,-11287816.34,90
13,-11003858.0,-11259420.50,90
14,-11004016.0,-11233880.05,90
15,-11203927.0,-11230884.75,90
16,-11203559.0,-11228152.17,90
17,-11803957.0,-11285732.66,90
18,-12004071.0,-11357566.49,90
19,-11604048.0,-11382214.64,180
20,-11403630.0,-11384356.18,180
21,-11803713.0,-11426291.86,180
22,-11003652.0,-11384027.87,180
23,-11603437.0,-11405968.79,180
24,-10803774.0,-11345749.31,180
25,-11003932.0,-11311567.58,180
26,-11803812.0,-11360792.02,180
27,-11203776.0,-11345090.42,180
28,-11603751.0,-11370956.48,180
29,-10803708.0,-11314231.63,270
30,-11403955.0,-11323203.97,270
31,-11803899.0,-11371273.47,270
32,-11603911.0,-11394537.22,270
33,-12003838.0,-11455467.30,270
34,-10603749.0,-11370295.47,270
35,-11603828.0,-11393648.72,270
36,-11603745.0,-11414658.35,270
37,-11603700.0,-11433562.52,270
38,-11404011.0,-11430607.36,270
