0,-877.7819999999999,-877.78,0
1,-1080.914,-898.10,0
2,-1177.302,-926.02,0
3,-797.358,-913.15,0
4,-1116.854,-933.52,0
5,-1091.53,-949.32,0
6,-1130.898,-967.48,0
7,-1200.114,-990.74,0
8,-970.418,-988.71,0
9,-1309.7380000000003,-1020.81,10
10,-932.486,-1011.98,10
11,-877.3860000000001,-998.52,10
12,-1011.826,-999.85,10
13,-1162.1740000000002,-1016.08,10
14,-1051.4660000000001,-1019.62,10
15,-1108.9779999999998,-1028.56,10
16,-944.334,-1020.14,10
17,-1079.73,-1026.09,10
18,-1228.15,-1046.30,10
19,-1215.194,-1063.19,20
20,-1252.402,-1082.11,20
21,-1020.6580000000001,-1075.97,20
22,-992.106,-1067.58,20
23,-1040.906,-1064.91,20
24,-882.286,-1046.65,20
25,-941.2180000000002,-1036.11,20
26,-1145.618,-1047.06,20
27,-1129.406,-1055.29,20
28,-1026.5900000000001,-1052.42,20
29,-1051.426,-1052.32,30
30,-1070.746,-1054.16,30
31,-875.826,-1036.33,30
32,-1053.382,-1038.04,30
33,-925.5339999999999,-1026.79,30
34,-1115.2140000000002,-1035.63,30
35,-917.258,-1023.79,30
36,-992.226,-1020.64,30
37,-1077.722,-1026.34,30
38,-1086.274,-1032.34,30
39,-982.402,-1027.34,40
40,-1132.95,-1037.90,40
41,-995.5300000000001,-1033.67,40
42,-974.5100000000001,-1027.75,40
43,-1012.422,-1026.22,40
44,-1035.138,-1027.11,40
45,-1090.846,-1033.48,40
46,-1010.0339999999999,-1031.14,40
47,-1061.878,-1034.21,40
48,-983.962,-1029.19,40
