0,-11559084.550000003,-11559084.55,0
1,-12335869.100000001,-11636763.01,0
2,-10964505.200000001,-11569537.22,0
3,-11560602.749999996,-11568643.78,0
4,-11523937.049999999,-11564173.10,0
5,-11743342.950000001,-11582090.09,0
6,-11157010.049999997,-11539582.09,0
7,-11759832.949999997,-11561607.17,0
8,-11545456.549999995,-11559992.11,0
9,-11382701.249999998,-11542263.02,90
10,-11772493.249999993,-11565286.05,90
11,-11768135.250000002,-11585570.97,90
12,-12148930.249999998,-11641906.89,90
13,-11348979.649999997,-11612614.17,90
14,-11367274.200000003,-11588080.17,90
15,-11553606.1,-11584632.77,90
16,-11531697.1,-11579339.20,90
17,-12166469.599999998,-11638052.24,90
18,-12344172.149999999,-11708664.23,90
19,-11960749.650000002,-11733872.77,180
20,-11744218.350000003,-11734907.33,180
21,-12131575.7,-11774574.17,180
22,-11356088.05,-11732725.56,180
23,-11958008.7,-11755253.87,180
24,-11153075.149999999,-11695036.00,180
25,-11373138.3,-11662846.23,180
26,-12172380.15,-11713799.62,180
27,-11542069.5,-11696626.61,180
28,-11949884.949999997,-11721952.44,180
29,-11155460.300000006,-11665303.23,270
30,-12144003.85,-11713173.29,270
31,-12138947.950000001,-11755750.76,270
32,-12158116.0,-11795987.28,270
33,-12146839.600000001,-11831072.51,270
34,-12139218.450000001,-11861887.11,270
35,-12156251.05,-11891323.50,270
36,-12176447.649999995,-11919835.92,270
37,-12171973.149999999,-11945049.64,270
38,-12148019.750000004,-11965346.65,270
39,-12135069.999999998,-11982318.99,360
40,-12162117.5,-12000298.84,360
41,-12130072.099999998,-12013276.16,360
42,-12162762.299999999,-12028224.78,360
43,-12110821.849999998,-12036484.48,360
44,-12144859.450000001,-12047321.98,360
45,-12147870.099999996,-12057376.79,360
46,-12148363.299999999,-12066475.44,360
47,-12149389.500000002,-12074766.85,360
48,-12153659.35,-12082656.10,360
49,-12129827.700000001,-12087373.26,450
50,-12161425.500000002,-12094778.48,450
51,-12135666.700000003,-12098867.30,450
52,-12131632.649999999,-12102143.84,450
53,-12143979.399999999,-12106327.40,450
54,-12155569.3,-12111251.59,450
55,-12149842.449999992,-12115110.67,450
56,-12159115.7,-12119511.18,450
57,-12142786.399999997,-12121838.70,450
58,-12147716.599999998,-12124426.49,450
59,-12157747.5,-12127758.59,540
60,-12153367.5,-12130319.48,540
61,-12169044.400000002,-12134191.97,540
62,-12160019.95,-12136774.77,540
63,-12154564.700000001,-12138553.76,540
64,-12159474.499999998,-12140645.84,540
65,-12136494.55,-12140230.71,540
66,-12160056.899999999,-12142213.33,540
67,-12133528.499999998,-12141344.84,540
68,-12159967.05,-12143207.07,540
